pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
1,0,2,TRSM_L(0,1),1777844079819206400,1777844089816607488,1777844079682498304
1,0,10,TRSM_L(0,5),1777844079819207424,1777844089606226688,1777844079682506496
1,0,18,TRSM_L(0,9),1777844079819207424,1777844089604350720,1777844079682512640
1,0,26,TRSM_L(0,13),1777844079819207424,1777844090175459072,1777844079682518784
1,0,215,GEMM(13,5,0),1777844086495476480,1777844089167981312,1777844086195932928
1,0,219,GEMM(13,9,0),1777844086495475456,1777844089167980288,1777844086195932928
1,0,223,GEMM(13,13,0),1777844086495475456,1777844089168143104,1777844086195931904
1,0,226,GEMM(14,1,0),1777844091594099456,1777844093143945984,1777844090708298496
1,0,230,GEMM(14,5,0),1777844090718533376,1777844091596086016,1777844089607726848
1,0,234,GEMM(14,9,0),1777844089814391552,1777844090724509440,1777844089605545728
1,0,238,GEMM(14,13,0),1777844091595338496,1777844093144273664,1777844090715164416
1,0,241,GEMM(15,1,0),1777844086495476480,1777844089167980288,1777844086195933952
1,0,245,GEMM(15,5,0),1777844086495475456,1777844089168063232,1777844086195932928
1,0,249,GEMM(15,9,0),1777844086495475456,1777844089167980288,1777844086195932928
1,0,253,GEMM(15,13,0),1777844086495475456,1777844089167979264,1777844086195931904
1,0,256,GETRF(1),1777844093153398528,1777844093194801920,0
1,0,257,TRSM_R(2,1),1777844091595338496,1777844093392400128,0
1,0,259,TRSM_R(3,1),1777844091087963904,1777844093390281472,0
1,0,261,TRSM_R(4,1),1777844093155078912,1777844093453193984,0
1,0,263,TRSM_R(5,1),1777844089189419776,1777844093253021440,0
1,0,264,TRSM_L(1,5),1777844086497403648,1777844093217040128,0
1,0,265,TRSM_R(6,1),1777844089168997120,1777844093239449344,0
1,0,267,TRSM_R(7,1),1777844089278615296,1777844093273103104,0
1,0,269,TRSM_R(8,1),1777844093181409024,1777844093473472256,0
1,0,271,TRSM_R(9,1),1777844092539675392,1777844093432439552,0
1,0,272,TRSM_L(1,9),1777844091582499584,1777844093381167872,0
1,0,273,TRSM_R(10,1),1777844093155308288,1777844093453568768,0
1,0,275,TRSM_R(11,1),1777844089189419776,1777844093241481984,0
1,0,277,TRSM_R(12,1),1777844089189419776,1777844093241416448,0
1,0,279,TRSM_R(13,1),1777844089169040128,1777844093240138496,0
1,0,280,TRSM_L(1,13),1777844089278615296,1777844093239975680,0
1,0,281,TRSM_R(14,1),1777844093181409024,1777844093493565184,0
1,0,283,TRSM_R(15,1),1777844092539675392,1777844093443494656,0
1,0,288,GEMM(2,5,1),1777844091595337472,1777844093144273664,0
1,0,292,GEMM(2,9,1),1777844093155771136,1777844093184882432,0
1,0,296,GEMM(2,13,1),1777844089189419776,1777844089287643904,0
1,0,302,GEMM(3,5,1),1777844089189419776,1777844089286908672,0
1,0,306,GEMM(3,9,1),1777844089169050368,1777844089226369792,0
1,0,310,GEMM(3,13,1),1777844089278616320,1777844089331487488,0
1,0,316,GEMM(4,5,1),1777844093181409024,1777844093196398336,0
1,0,320,GEMM(4,9,1),1777844093142655744,1777844093156321024,0
1,0,324,GEMM(4,13,1),1777844091595337472,1777844093144274688,0
1,0,330,GEMM(5,5,1),1777844093155771136,1777844093184882432,0
1,0,334,GEMM(5,9,1),1777844089189419776,1777844089308359424,0
1,0,338,GEMM(5,13,1),1777844089189419776,1777844089287386880,0
1,0,344,GEMM(6,5,1),1777844089169051392,1777844089278616320,0
1,0,348,GEMM(6,9,1),1777844089279006464,1777844089332336384,0
1,0,352,GEMM(6,13,1),1777844093198052096,1777844093213724416,0
1,0,358,GEMM(7,5,1),1777844093432286976,1777844093453568768,0
1,0,362,GEMM(7,9,1),1777844093392582400,1777844093433731840,0
1,0,366,GEMM(7,13,1),1777844093473527552,1777844093493565184,0
1,0,372,GEMM(8,5,1),1777844093294166784,1777844093326662400,0
1,0,376,GEMM(8,9,1),1777844093217957632,1777844093234762496,0
1,0,380,GEMM(8,13,1),1777844093241416448,1777844093273103104,0
1,0,386,GEMM(9,5,1),1777844093325366016,1777844093358733056,0
1,0,390,GEMM(9,9,1),1777844093493564160,1777844093533577984,0
1,0,394,GEMM(9,13,1),1777844093443761920,1777844093473472256,0
1,0,400,GEMM(10,5,1),1777844093392582400,1777844093433732864,0
1,0,404,GEMM(10,9,1),1777844093473528576,1777844093523499776,0
1,0,408,GEMM(10,13,1),1777844093294167808,1777844093326662400,0
1,0,414,GEMM(11,5,1),1777844093253381888,1777844093295097600,0
1,0,418,GEMM(11,9,1),1777844093252328192,1777844093294167808,0
1,0,422,GEMM(11,13,1),1777844093325366016,1777844093358733056,0
1,0,428,GEMM(12,5,1),1777844093523641088,1777844093543481088,0
1,0,432,GEMM(12,9,1),1777844093453192960,1777844093473472256,0
1,0,436,GEMM(12,13,1),1777844093392582400,1777844093433732864,0
1,0,442,GEMM(13,5,1),1777844093493564160,1777844093523499776,0
1,0,446,GEMM(13,9,1),1777844093294167808,1777844093356284672,0
1,0,450,GEMM(13,13,1),1777844093253381888,1777844093326048000,0
1,0,456,GEMM(14,5,1),1777844093252328192,1777844093294640896,0
1,0,460,GEMM(14,9,1),1777844093325512448,1777844093358734080,0
1,0,464,GEMM(14,13,1),1777844093533577984,1777844093544558336,0
1,0,470,GEMM(15,5,1),1777844093453192960,1777844093493565184,0
1,0,474,GEMM(15,9,1),1777844093392583424,1777844093443494656,0
1,0,478,GEMM(15,13,1),1777844093493564160,1777844093523499776,0
1,0,487,TRSM_L(2,5),1777844101938941696,1777844103182382848,1777844093294167808
1,0,495,TRSM_L(2,9),1777844101938941696,1777844103184484096,1777844093253381888
1,0,503,TRSM_L(2,13),1777844101938940672,1777844103182180096,1777844093252328192
1,0,510,GEMM(3,5,2),1777844107188654848,1777844112547188480,1777844093325512448
1,0,514,GEMM(3,9,2),1777844107189047040,1777844112921150208,1777844093533577984
1,0,518,GEMM(3,13,2),1777844107188695808,1777844112547217152,1777844093473424128
1,0,523,GEMM(4,5,2),1777844106536968960,1777844112547089152,1777844093443493632
1,0,527,GEMM(4,9,2),1777844106536968960,1777844107187560192,1777844093523498752
1,0,531,GEMM(4,13,2),1777844106536968960,1777844107187560192,1777844093358491392
1,0,536,GEMM(5,5,2),1777844107188889344,1777844112547162880,1777844093253381888
1,0,540,GEMM(5,9,2),1777844107188687616,1777844112547089152,1777844093294166784
1,0,544,GEMM(5,13,2),1777844107188688640,1777844112547090176,1777844093358871296
1,0,549,GEMM(6,5,2),1777844107188695808,1777844112547091200,1777844093543480064
1,0,553,GEMM(6,9,2),1777844107188688640,1777844112547162880,1777844093493564160
1,0,557,GEMM(6,13,2),1777844107188695808,1777844112547162880,1777844093443493632
1,0,562,GEMM(7,5,2),1777844107188694784,1777844112547091200,1777844093523592960
1,0,566,GEMM(7,9,2),1777844107187896064,1777844112547217152,1777844093358492416
1,0,570,GEMM(7,13,2),1777844107188694784,1777844112547091200,1777844093326661376
1,0,575,GEMM(8,5,2),1777844107188655872,1777844112547089152,1777844093325366016
1,0,579,GEMM(8,9,2),1777844107188689664,1777844112547090176,1777844093358871296
1,0,583,GEMM(8,13,2),1777844107188688640,1777844112547242752,1777844093543540480
1,0,588,GEMM(9,5,2),1777844107188687616,1777844112547090176,1777844093493564160
1,0,592,GEMM(9,9,2),1777844107188655872,1777844112547188480,1777844093443493632
1,0,596,GEMM(9,13,2),1777844107188695808,1777844112547190528,1777844093523593984
1,0,601,GEMM(10,5,2),1777844107188688640,1777844112547218176,1777844093358733056
1,0,605,GEMM(10,9,2),1777844107188688640,1777844112547090176,1777844093356284672
1,0,609,GEMM(10,13,2),1777844107188688640,1777844112547268352,1777844093326048000
1,0,614,GEMM(11,5,2),1777844107188654848,1777844112547218176,1777844093358871296
1,0,618,GEMM(11,9,2),1777844107188688640,1777844112547090176,1777844093544606464
1,0,622,GEMM(11,13,2),1777844107188951808,1777844112547092224,1777844093523498752
1,0,627,GEMM(12,5,2),1777844107188688640,1777844112547090176,1777844093443761920
1,0,631,GEMM(12,9,2),1777844107188688640,1777844112547162880,1777844093523593984
1,0,635,GEMM(12,13,2),1777844107188687616,1777844112547189504,1777844103183611648
1,0,640,GEMM(13,5,2),1777844107188689664,1777844112547092224,1777844103184557824
1,0,644,GEMM(13,9,2),1777844107188697856,1777844112547092224,1777844103183337216
1,0,648,GEMM(13,13,2),1777844113598340864,1777844113982819072,1777844112549228288
1,0,653,GEMM(14,5,2),1777844113770078976,1777844113994537728,1777844113158170368
1,0,657,GEMM(14,9,2),1777844112922169088,1777844113769450240,1777844112548554496
1,0,661,GEMM(14,13,2),1777844112921313024,1777844113598340864,1777844112548676352
1,0,666,GEMM(15,5,2),1777844112548955904,1777844112921150208,1777844107188819712
1,0,670,GEMM(15,9,2),1777844112548956928,1777844113598340864,1777844107374324480
1,0,674,GEMM(15,13,2),1777844112922211072,1777844113598385920,1777844112548771584
1,0,681,TRSM_L(3,5),1777844114037079808,1777844116746628864,1777844112548804352
1,0,689,TRSM_L(3,9),1777844114037078784,1777844116738443008,1777844112549016320
1,0,697,TRSM_L(3,13),1777844114037079808,1777844116735261440,1777844113598339840
1,0,703,GEMM(4,5,3),1777844117047163648,1777844118150405888,1777844112548586240
1,0,707,GEMM(4,9,3),1777844117047163648,1777844118150446848,1777844112548709120
1,0,711,GEMM(4,13,3),1777844117047164672,1777844118150405888,1777844112548983552
1,0,715,GEMM(5,5,3),1777844118151594752,1777844124228119296,1777844112548408064
1,0,719,GEMM(5,9,3),1777844118151757568,1777844124228120320,1777844112548742912
1,0,723,GEMM(5,13,3),1777844118151676672,1777844124228121344,1777844112548859648
1,0,727,GEMM(6,5,3),1777844118151593728,1777844124228119296,1777844112549073664
1,0,731,GEMM(6,9,3),1777844118151643904,1777844124228120320,1777844113598339840
1,0,735,GEMM(6,13,3),1777844118151593728,1777844124228119296,1777844112548586240
1,0,739,GEMM(7,5,3),1777844117047163648,1777844118150405888,1777844112548863744
1,0,743,GEMM(7,9,3),1777844117047164672,1777844123809870592,1777844112548985600
1,0,747,GEMM(7,13,3),1777844117047162624,1777844118150404864,1777844112548523776
1,0,751,GEMM(8,5,3),1777844118151715584,1777844124228120320,1777844112548803328
1,0,755,GEMM(8,9,3),1777844118151642880,1777844124228120320,1777844112548954880
1,0,759,GEMM(8,13,3),1777844118417327872,1777844124228122368,1777844112549136128
1,0,763,GEMM(9,5,3),1777844118417328896,1777844124341947136,1777844113598339840
1,0,767,GEMM(9,9,3),1777844118151682816,1777844124228120320,1777844112548586240
1,0,771,GEMM(9,13,3),1777844118151758592,1777844124228355840,1777844112548741888
1,0,775,GEMM(10,5,3),1777844118151594752,1777844124228119296,1777844112548895488
1,0,779,GEMM(10,9,3),1777844118151594752,1777844124228120320,1777844112548524800
1,0,783,GEMM(10,13,3),1777844118151758592,1777844124228121344,1777844112548803328
1,0,787,GEMM(11,5,3),1777844118151757568,1777844124228120320,1777844112548925184
1,0,791,GEMM(11,9,3),1777844118151757568,1777844124228121344,1777844113983746816
1,0,795,GEMM(11,13,3),1777844118152032000,1777844124228122368,1777844113994542848
1,0,799,GEMM(12,5,3),1777844118151757568,1777844124228120320,1777844113769976576
1,0,803,GEMM(12,9,3),1777844118151594752,1777844124228119296,1777844113769449216
1,0,807,GEMM(12,13,3),1777844118151757568,1777844124228121344,1777844112922453760
1,0,811,GEMM(13,5,3),1777844118151757568,1777844124228121344,1777844113599328000
1,0,815,GEMM(13,9,3),1777844118151642880,1777844124228120320,1777844113769449216
1,0,819,GEMM(13,13,3),1777844118151758592,1777844124228121344,1777844116746662656
1,0,823,GEMM(14,5,3),1777844118150660864,1777844124228119296,1777844116738781952
1,0,827,GEMM(14,9,3),1777844118151757568,1777844124228121344,1777844116736254720
1,0,831,GEMM(14,13,3),1777844124341946112,1777844124765833984,1777844118417327872
1,0,835,GEMM(15,5,3),1777844124341946112,1777844124635434752,1777844118417522432
1,0,839,GEMM(15,9,3),1777844124230073088,1777844124635434752,1777844118151799552
1,0,843,GEMM(15,13,3),1777844124636552960,1777844124775829248,1777844124230477568
1,0,848,TRSM_L(4,5),1777844124836617984,1777844134217130752,1777844124230577920
1,0,856,TRSM_L(4,9),1777844124836616960,1777844134174119680,1777844124230246144
1,0,864,TRSM_L(4,13),1777844124836615936,1777844134172381952,1777844124230322944
1,0,869,GEMM(5,5,4),1777844125606605568,1777844132358504192,1777844124230448896
1,0,873,GEMM(5,9,4),1777844125606524672,1777844132358504192,1777844124230576896
1,0,877,GEMM(5,13,4),1777844125606523648,1777844132358503168,1777844118417327872
1,0,880,GEMM(6,5,4),1777844125388687104,1777844132358502144,1777844124228121344
1,0,884,GEMM(6,9,4),1777844125174700800,1777844132358502144,1777844124230480640
1,0,888,GEMM(6,13,4),1777844125606523648,1777844132358503168,1777844124341945088
1,0,891,GEMM(7,5,4),1777844125606524672,1777844132358502144,1777844124230308608
1,0,895,GEMM(7,9,4),1777844125606524672,1777844132358503168,1777844124230415104
1,0,899,GEMM(7,13,4),1777844125606630144,1777844132358502144,1777844124635432704
1,0,902,GEMM(8,5,4),1777844126073235200,1777844132358505216,1777844124230545152
1,0,906,GEMM(8,9,4),1777844126073235200,1777844132358505216,1777844124341945088
1,0,910,GEMM(8,13,4),1777844126073235200,1777844132358505216,1777844124230116096
1,0,913,GEMM(9,5,4),1777844125160504064,1777844126745366272,1777844124230519552
1,0,917,GEMM(9,9,4),1777844125160580864,1777844131040549632,1777844124341945088
1,0,921,GEMM(9,13,4),1777844124950025984,1777844126087456512,1777844124230308608
1,0,924,GEMM(10,5,4),1777844125606524672,1777844132358502144,1777844124230415104
1,0,928,GEMM(10,9,4),1777844125606524672,1777844132358504192,1777844124635433728
1,0,932,GEMM(10,13,4),1777844125606524672,1777844132358504192,1777844124230545152
1,0,935,GEMM(11,5,4),1777844126073235200,1777844132358505216,1777844124341945088
1,0,939,GEMM(11,9,4),1777844126073235200,1777844132385994496,1777844124230181632
1,0,943,GEMM(11,13,4),1777844126073235200,1777844132358504192,1777844124230480640
1,0,946,GEMM(12,5,4),1777844125606524672,1777844132358503168,1777844124341945088
1,0,950,GEMM(12,9,4),1777844125606595328,1777844132358503168,1777844124230308608
1,0,954,GEMM(12,13,4),1777844125606630144,1777844132358503168,1777844124230415104
1,0,957,GEMM(13,5,4),1777844125606524672,1777844132358504192,1777844124635433728
1,0,961,GEMM(13,9,4),1777844125606525696,1777844132358504192,1777844124766378752
1,0,965,GEMM(13,13,4),1777844125606662912,1777844132359002880,1777844124636621568
1,0,968,GEMM(14,5,4),1777844125388687104,1777844132358502144,1777844124636206848
1,0,972,GEMM(14,9,4),1777844125174687488,1777844131040011008,1777844124775845632
1,0,976,GEMM(14,13,4),1777844134571013888,1777844135093779200,1777844134218688256
1,0,979,GEMM(15,5,4),1777844134218888960,1777844134571075328,1777844134175577856
1,0,983,GEMM(15,9,4),1777844134218689280,1777844134571013888,1777844134174925568
1,0,987,GEMM(15,13,4),1777844132501171968,1777844133308756736,1777844132385991424
1,0,990,GETRF(5),1777844132385993472,1777844132501170944,0
1,0,991,TRSM_R(6,5),1777844132385992448,1777844135115576064,0
1,0,993,TRSM_R(7,5),1777844132385991424,1777844135113888512,0
1,0,995,TRSM_R(8,5),1777844132385992448,1777844135113063168,0
1,0,997,TRSM_R(9,5),1777844134218688256,1777844135136499456,0
1,0,998,TRSM_L(5,9),1777844134175578880,1777844135129331456,0
1,0,999,TRSM_R(10,5),1777844134174925568,1777844135136295680,0
1,0,1001,TRSM_R(11,5),1777844132385993472,1777844135114784512,0
1,0,1003,TRSM_R(12,5),1777844132458453760,1777844135116077824,0
1,0,1005,TRSM_R(13,5),1777844132385992448,1777844135115604736,0
1,0,1006,TRSM_L(5,13),1777844132385992448,1777844135108293376,0
1,0,1007,TRSM_R(14,5),1777844132385992448,1777844135114854144,0
1,0,1009,TRSM_R(15,5),1777844134218688256,1777844135136420608,0
1,0,1014,GEMM(6,9,5),1777844134175578880,1777844134218689280,0
1,0,1018,GEMM(6,13,5),1777844134174925568,1777844134217767680,0
1,0,1024,GEMM(7,9,5),1777844132385993472,1777844132458856192,0
1,0,1028,GEMM(7,13,5),1777844132458453760,1777844132553900800,0
1,0,1034,GEMM(8,9,5),1777844132385992448,1777844132458778368,0
1,0,1038,GEMM(8,13,5),1777844132453339904,1777844132501171968,0
1,0,1044,GEMM(9,9,5),1777844132385992448,1777844132455212800,0
1,0,1048,GEMM(9,13,5),1777844134218689280,1777844134570303232,0
1,0,1054,GEMM(10,9,5),1777844134175578880,1777844134218888960,0
1,0,1058,GEMM(10,13,5),1777844134174925568,1777844134218368768,0
1,0,1064,GEMM(11,9,5),1777844132385993472,1777844132480868096,0
1,0,1068,GEMM(11,13,5),1777844132458453760,1777844133212021504,0
1,0,1074,GEMM(12,9,5),1777844132385993472,1777844132455087872,0
1,0,1078,GEMM(12,13,5),1777844132453340928,1777844132501744384,0
1,0,1084,GEMM(13,9,5),1777844132385992448,1777844132458668800,0
1,0,1088,GEMM(13,13,5),1777844135094093568,1777844135109712640,0
1,0,1094,GEMM(14,9,5),1777844135037131520,1777844135094053632,0
1,0,1098,GEMM(14,13,5),1777844135037131520,1777844135094053632,0
1,0,1104,GEMM(15,9,5),1777844133317447424,1777844133338980096,0
1,0,1108,GEMM(15,13,5),1777844133277179648,1777844133330544384,0
1,0,1117,TRSM_L(6,9),1777844143358101248,1777844151473068800,1777844135116152576
1,0,1125,TRSM_L(6,13),1777844143358632704,1777844154928176896,1777844135114630912
1,0,1132,GEMM(7,9,6),1777844145512036096,1777844150050420480,1777844135114588928
1,0,1136,GEMM(7,13,6),1777844147449983744,1777844150050511616,1777844135136529152
1,0,1141,GEMM(8,9,6),1777844144505077504,1777844149212709632,1777844135129348864
1,0,1145,GEMM(8,13,6),1777844144505077504,1777844149212709632,1777844135136336640
1,0,1150,GEMM(9,9,6),1777844144505385728,1777844148628110080,1777844135114853120
1,0,1154,GEMM(9,13,6),1777844144505405184,1777844149212709632,1777844135116196608
1,0,1159,GEMM(10,9,6),1777844143608163072,1777844147920336640,1777844135116161792
1,0,1163,GEMM(10,13,6),1777844144505076480,1777844150015293184,1777844135114695424
1,0,1168,GEMM(11,9,6),1777844144505077504,1777844148383945472,1777844135115134720
1,0,1172,GEMM(11,13,6),1777844144505077504,1777844148628110080,1777844135136529152
1,0,1177,GEMM(12,9,6),1777844147449983744,1777844150050420480,1777844135129359104
1,0,1181,GEMM(12,13,6),1777844147449983744,1777844150050420480,1777844135136343808
1,0,1186,GEMM(13,9,6),1777844146290209536,1777844150050420480,1777844135114865408
1,0,1190,GEMM(13,13,6),1777844144506830592,1777844150050419456,1777844135116196608
1,0,1195,GEMM(14,9,6),1777844146290209536,1777844150050419456,1777844135116172032
1,0,1199,GEMM(14,13,6),1777844145068110592,1777844150050419456,1777844135114783488
1,0,1204,GEMM(15,9,6),1777844145068109568,1777844150050419456,1777844135115134720
1,0,1208,GEMM(15,13,6),1777844144505919232,1777844150015293184,1777844135136537344
1,0,1215,TRSM_L(7,9),1777844142463316736,1777844143544871680,1777844135129368320
1,0,1223,TRSM_L(7,13),1777844142463316736,1777844143511687936,1777844135136353024
1,0,1229,GEMM(8,9,7),1777844142915283712,1777844143357949696,1777844135114879744
1,0,1233,GEMM(8,13,7),1777844142915809024,1777844143376785152,1777844135116210944
1,0,1237,GEMM(9,9,7),1777844162228506368,1777844164737823488,1777844135116187392
1,0,1241,GEMM(9,13,7),1777844162228358912,1777844164737823488,1777844135114784512
1,0,1245,GEMM(10,9,7),1777844162228503296,1777844164737823488,1777844135115135744
1,0,1249,GEMM(10,13,7),1777844162228358912,1777844164737823488,1777844135136546560
1,0,1253,GEMM(11,9,7),1777844162228504320,1777844164737823488,1777844135129379584
1,0,1257,GEMM(11,13,7),1777844162228504320,1777844164737823488,1777844135136360192
1,0,1261,GEMM(12,9,7),1777844156981753600,1777844162224678656,1777844135114889984
1,0,1265,GEMM(12,13,7),1777844156981753600,1777844162224900864,1777844135116221184
1,0,1269,GEMM(13,9,7),1777844156981754624,1777844162224740096,1777844151476460288
1,0,1273,GEMM(13,13,7),1777844156981754624,1777844164727186176,1777844154929281792
1,0,1277,GEMM(14,9,7),1777844156981753600,1777844162224679680,1777844150051599104
1,0,1281,GEMM(14,13,7),1777844156981753600,1777844162224678656,1777844150052283136
1,0,1285,GEMM(15,9,7),1777844162228358912,1777844164737823488,1777844150050419456
1,0,1289,GEMM(15,13,7),1777844162228358912,1777844164737823488,1777844150050419456
1,0,1294,TRSM_L(8,9),1777844150277457664,1777844165919024896,1777844150050419456
1,0,1302,TRSM_L(8,13),1777844150278667008,1777844166044035840,1777844150050419456
1,0,1307,GEMM(9,9,8),1777844154206469888,1777844154900439808,1777844151476665088
1,0,1311,GEMM(9,13,8),1777844154931077888,1777844156970063616,1777844154929485568
1,0,1314,GEMM(10,9,8),1777844151477897984,1777844154206364416,1777844150051599104
1,0,1318,GEMM(10,13,8),1777844151478203136,1777844154206364416,1777844150052382464
1,0,1321,GEMM(11,9,8),1777844151478202112,1777844154206364416,1777844150051928832
1,0,1325,GEMM(11,13,8),1777844151477896960,1777844154888781568,1777844150051861248
1,0,1328,GEMM(12,9,8),1777844151477897984,1777844154206364416,1777844150051750656
1,0,1332,GEMM(12,13,8),1777844151477896960,1777844154206363392,1777844150051691264
1,0,1335,GEMM(13,9,8),1777844154206365440,1777844154928176896,1777844151477288704
1,0,1339,GEMM(13,13,8),1777844154931139328,1777844162212217600,1777844154929718016
1,0,1342,GEMM(14,9,8),1777844151478203136,1777844154206364416,1777844150051600128
1,0,1346,GEMM(14,13,8),1777844151478203136,1777844154206364416,1777844150052382464
1,0,1349,GEMM(15,9,8),1777844151477897984,1777844154206442240,1777844150051964672
1,0,1353,GEMM(15,13,8),1777844151479421696,1777844154206364416,1777844150051889920
1,0,1356,GETRF(9),1777844150052180736,1777844150068801280,0
1,0,1357,TRSM_R(10,9),1777844150051692288,1777844151063830272,0
1,0,1359,TRSM_R(11,9),1777844164738288384,1777844166723541760,0
1,0,1361,TRSM_R(12,9),1777844164738287360,1777844166723541760,0
1,0,1363,TRSM_R(13,9),1777844164738287360,1777844166919777024,0
1,0,1364,TRSM_L(9,13),1777844164738286336,1777844166722250496,0
1,0,1365,TRSM_R(14,9),1777844164738286336,1777844166723541760,0
1,0,1367,TRSM_R(15,9),1777844164738288384,1777844166725389056,0
1,0,1372,GEMM(10,13,9),1777844162718914304,1777844164783686400,0
1,0,1378,GEMM(11,13,9),1777844162228866816,1777844164737823488,0
1,0,1384,GEMM(12,13,9),1777844164738288384,1777844164788017920,0
1,0,1390,GEMM(13,13,9),1777844164738287360,1777844164787713792,0
1,0,1396,GEMM(14,13,9),1777844164738287360,1777844164787926784,0
1,0,1402,GEMM(15,13,9),1777844164738286336,1777844164787391232,0
1,0,1411,TRSM_L(10,13),1777844165819075328,1777844167343152896,1777844164738286336
1,0,1418,GEMM(11,13,10),1777844171054562048,1777844172642583296,1777844164738288384
1,0,1423,GEMM(12,13,10),1777844171615284992,1777844172642583296,1777844165921694464
1,0,1428,GEMM(13,13,10),1777844171615283968,1777844172642583296,1777844166046554880
1,0,1433,GEMM(14,13,10),1777844171614996224,1777844172642583296,1777844164738288384
1,0,1438,GEMM(15,13,10),1777844171615777536,1777844172656475904,1777844164738287360
1,0,1445,TRSM_L(11,13),1777844164788242176,1777844167172681472,1777844164738288384
