pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
1,0,2,TRSM_L(0,1),1777919594159768576,1777919594256081920,1777919594130594816
1,0,6,TRSM_L(0,3),1777919594256088064,1777919594352453632,1777919594256084992
1,0,10,TRSM_L(0,5),1777919594352460800,1777919594448876544,1777919594352456704
1,0,14,TRSM_L(0,7),1777919594448883712,1777919594545115136,1777919594448879616
1,0,18,TRSM_L(0,9),1777919594545121280,1777919594641594368,1777919594545117184
1,0,22,TRSM_L(0,11),1777919594641601536,1777919594738091008,1777919594641597440
1,0,26,TRSM_L(0,13),1777919594738097152,1777919594834610176,1777919594738094080
1,0,30,TRSM_L(0,15),1777919594834617344,1777919594931312640,1777919594834613248
1,0,185,GEMM(11,5,0),1777919611524843520,1777919611734957056,1777919611524840448
1,0,187,GEMM(11,7,0),1777919611734964224,1777919611945100288,1777919611734961152
1,0,189,GEMM(11,9,0),1777919611945107456,1777919612155237376,1777919611945104384
1,0,191,GEMM(11,11,0),1777919612155244544,1777919612365411328,1777919612155241472
1,0,193,GEMM(11,13,0),1777919612365418496,1777919612575614976,1777919612365414400
1,0,195,GEMM(11,15,0),1777919612575622144,1777919612785847296,1777919612575619072
1,0,196,GEMM(12,1,0),1777919612785854464,1777919612976944128,1777919612785851392
1,0,198,GEMM(12,3,0),1777919612976951296,1777919613167937536,1777919612976948224
1,0,200,GEMM(12,5,0),1777919613167945728,1777919613359020032,1777919613167941632
1,0,202,GEMM(12,7,0),1777919613359027200,1777919613550007296,1777919613359024128
1,0,204,GEMM(12,9,0),1777919613550014464,1777919613741007872,1777919613550010368
1,0,206,GEMM(12,11,0),1777919613741015040,1777919613932042240,1777919613741011968
1,0,208,GEMM(12,13,0),1777919613932049408,1777919614123154432,1777919613932045312
1,0,210,GEMM(12,15,0),1777919614123161600,1777919614314230784,1777919614123158528
1,0,211,GEMM(13,1,0),1777919614314237952,1777919614524372992,1777919614314234880
1,0,213,GEMM(13,3,0),1777919614524380160,1777919614734478336,1777919614524377088
1,0,215,GEMM(13,5,0),1777919614734485504,1777919614944741376,1777919614734482432
1,0,217,GEMM(13,7,0),1777919614944749568,1777919615154939904,1777919614944745472
1,0,219,GEMM(13,9,0),1777919615154947072,1777919615365157888,1777919615154944000
1,0,221,GEMM(13,11,0),1777919615365166080,1777919615575315456,1777919615365161984
1,0,223,GEMM(13,13,0),1777919615575322624,1777919615785546752,1777919615575318528
1,0,225,GEMM(13,15,0),1777919615785554944,1777919615995789312,1777919615785550848
1,0,226,GEMM(14,1,0),1777919615995796480,1777919616192041984,1777919615995793408
1,0,228,GEMM(14,3,0),1777919616192049152,1777919616388179968,1777919616192046080
1,0,230,GEMM(14,5,0),1777919616388187136,1777919616584333312,1777919616388184064
1,0,232,GEMM(14,7,0),1777919616584341504,1777919616780606464,1777919616584337408
1,0,234,GEMM(14,9,0),1777919616780613632,1777919616976785408,1777919616780610560
1,0,236,GEMM(14,11,0),1777919616976792576,1777919617172973568,1777919616976789504
1,0,238,GEMM(14,13,0),1777919617172980736,1777919617369063424,1777919617172976640
1,0,240,GEMM(14,15,0),1777919617369070592,1777919617565284352,1777919617369067520
1,0,241,GEMM(15,1,0),1777919617565292544,1777919617775427584,1777919617565288448
1,0,243,GEMM(15,3,0),1777919617775434752,1777919617985629184,1777919617775431680
1,0,245,GEMM(15,5,0),1777919617985636352,1777919618195691520,1777919617985633280
1,0,247,GEMM(15,7,0),1777919618195698688,1777919618405832704,1777919618195695616
1,0,249,GEMM(15,9,0),1777919618405839872,1777919618615955456,1777919618405836800
1,0,251,GEMM(15,11,0),1777919618615962624,1777919618826106880,1777919618615958528
1,0,253,GEMM(15,13,0),1777919618826115072,1777919619036270592,1777919618826110976
1,0,255,GEMM(15,15,0),1777919619036277760,1777919619246398464,1777919619036274688
1,0,256,GETRF(1),1777919619246402560,1777919619275522048,0
1,0,257,TRSM_R(2,1),1777919619275530240,1777919619322610688,0
1,0,259,TRSM_R(3,1),1777919619322618880,1777919619369657344,0
1,0,260,TRSM_L(1,3),1777919619369667584,1777919619412041728,0
1,0,261,TRSM_R(4,1),1777919619412043776,1777919619459097600,0
1,0,263,TRSM_R(5,1),1777919619459105792,1777919619506158592,0
1,0,264,TRSM_L(1,5),1777919619506167808,1777919619548536832,0
1,0,265,TRSM_R(6,1),1777919619548538880,1777919619595594752,0
1,0,267,TRSM_R(7,1),1777919619595601920,1777919619642660864,0
1,0,268,TRSM_L(1,7),1777919619642670080,1777919619685040128,0
1,0,269,TRSM_R(8,1),1777919619685041152,1777919619732098048,0
1,0,271,TRSM_R(9,1),1777919619732106240,1777919619779161088,0
1,0,272,TRSM_L(1,9),1777919619779169280,1777919619821539328,0
1,0,273,TRSM_R(10,1),1777919619821540352,1777919619868614656,0
1,0,275,TRSM_R(11,1),1777919619868622848,1777919619915695104,0
1,0,276,TRSM_L(1,11),1777919619915705344,1777919619958114304,0
1,0,277,TRSM_R(12,1),1777919619958117376,1777919620005173248,0
1,0,279,TRSM_R(13,1),1777919620005181440,1777919620052199424,0
1,0,280,TRSM_L(1,13),1777919620052208640,1777919620094577664,0
1,0,281,TRSM_R(14,1),1777919620094578688,1777919620141578240,0
1,0,283,TRSM_R(15,1),1777919620141586432,1777919620188644352,0
1,0,284,TRSM_L(1,15),1777919620188651520,1777919620231023616,0
1,0,286,GEMM(2,3,1),1777919620231026688,1777919620310208512,0
1,0,288,GEMM(2,5,1),1777919620310211584,1777919620389394432,0
1,0,290,GEMM(2,7,1),1777919620389397504,1777919620468580352,0
1,0,292,GEMM(2,9,1),1777919620468583424,1777919620547766272,0
1,0,294,GEMM(2,11,1),1777919620547770368,1777919620626953216,0
1,0,296,GEMM(2,13,1),1777919620626956288,1777919620706139136,0
1,0,298,GEMM(2,15,1),1777919620706142208,1777919620785324032,0
1,0,300,GEMM(3,3,1),1777919620785327104,1777919620864509952,0
1,0,302,GEMM(3,5,1),1777919620864513024,1777919620943695872,0
1,0,304,GEMM(3,7,1),1777919620943698944,1777919621022881792,0
1,0,306,GEMM(3,9,1),1777919621022884864,1777919621102067712,0
1,0,308,GEMM(3,11,1),1777919621102070784,1777919621181253632,0
1,0,310,GEMM(3,13,1),1777919621181256704,1777919621260439552,0
1,0,312,GEMM(3,15,1),1777919621260442624,1777919621339625472,0
1,0,314,GEMM(4,3,1),1777919621339629568,1777919621418811392,0
1,0,316,GEMM(4,5,1),1777919621418815488,1777919621497997312,0
1,0,318,GEMM(4,7,1),1777919621498001408,1777919621577183232,0
1,0,320,GEMM(4,9,1),1777919621577186304,1777919621656369152,0
1,0,322,GEMM(4,11,1),1777919621656373248,1777919621735556096,0
1,0,324,GEMM(4,13,1),1777919621735559168,1777919621814740992,0
1,0,326,GEMM(4,15,1),1777919621814745088,1777919621893927936,0
1,0,328,GEMM(5,3,1),1777919621893931008,1777919621973114880,0
1,0,330,GEMM(5,5,1),1777919621973117952,1777919622052301824,0
1,0,332,GEMM(5,7,1),1777919622052304896,1777919622131487744,0
1,0,334,GEMM(5,9,1),1777919622131491840,1777919622210673664,0
1,0,336,GEMM(5,11,1),1777919622210677760,1777919622289860608,0
1,0,338,GEMM(5,13,1),1777919622289864704,1777919622369046528,0
1,0,340,GEMM(5,15,1),1777919622369050624,1777919622448233472,0
1,0,342,GEMM(6,3,1),1777919622448236544,1777919622527419392,0
1,0,344,GEMM(6,5,1),1777919622527422464,1777919622606605312,0
1,0,346,GEMM(6,7,1),1777919622606608384,1777919622685791232,0
1,0,348,GEMM(6,9,1),1777919622685795328,1777919622764977152,0
1,0,350,GEMM(6,11,1),1777919622764981248,1777919622844164096,0
1,0,352,GEMM(6,13,1),1777919622844168192,1777919622923350016,0
1,0,354,GEMM(6,15,1),1777919622923354112,1777919623002536960,0
1,0,356,GEMM(7,3,1),1777919623002541056,1777919623081723904,0
1,0,358,GEMM(7,5,1),1777919623081728000,1777919623160910848,0
1,0,360,GEMM(7,7,1),1777919623160914944,1777919623240096768,0
1,0,362,GEMM(7,9,1),1777919623240100864,1777919623319284736,0
1,0,364,GEMM(7,11,1),1777919623319287808,1777919623398470656,0
1,0,366,GEMM(7,13,1),1777919623398474752,1777919623477658624,0
1,0,368,GEMM(7,15,1),1777919623477663744,1777919623556846592,0
1,0,370,GEMM(8,3,1),1777919623556850688,1777919623636032512,0
1,0,372,GEMM(8,5,1),1777919623636036608,1777919623715218432,0
1,0,374,GEMM(8,7,1),1777919623715222528,1777919623794405376,0
1,0,376,GEMM(8,9,1),1777919623794409472,1777919623873592320,0
1,0,378,GEMM(8,11,1),1777919623873595392,1777919623952778240,0
1,0,380,GEMM(8,13,1),1777919623952782336,1777919624031965184,0
1,0,382,GEMM(8,15,1),1777919624031969280,1777919624111151104,0
1,0,384,GEMM(9,3,1),1777919624111155200,1777919624190338048,0
1,0,386,GEMM(9,5,1),1777919624190342144,1777919624269524992,0
1,0,388,GEMM(9,7,1),1777919624269529088,1777919624348711936,0
1,0,390,GEMM(9,9,1),1777919624348715008,1777919624427898880,0
1,0,392,GEMM(9,11,1),1777919624427901952,1777919624507083776,0
1,0,394,GEMM(9,13,1),1777919624507087872,1777919624586270720,0
1,0,396,GEMM(9,15,1),1777919624586274816,1777919624665457664,0
1,0,398,GEMM(10,3,1),1777919624665460736,1777919624744643584,0
1,0,400,GEMM(10,5,1),1777919624744647680,1777919624823829504,0
1,0,402,GEMM(10,7,1),1777919624823833600,1777919624903015424,0
1,0,404,GEMM(10,9,1),1777919624903019520,1777919624982202368,0
1,0,406,GEMM(10,11,1),1777919624982205440,1777919625061388288,0
1,0,408,GEMM(10,13,1),1777919625061392384,1777919625140575232,0
1,0,410,GEMM(10,15,1),1777919625140579328,1777919625219762176,0
1,0,412,GEMM(11,3,1),1777919625219766272,1777919625298949120,0
1,0,414,GEMM(11,5,1),1777919625298953216,1777919625378136064,0
1,0,416,GEMM(11,7,1),1777919625378140160,1777919625457323008,0
1,0,418,GEMM(11,9,1),1777919625457326080,1777919625536508928,0
1,0,420,GEMM(11,11,1),1777919625536513024,1777919625615695872,0
1,0,422,GEMM(11,13,1),1777919625615699968,1777919625694883840,0
1,0,424,GEMM(11,15,1),1777919625694886912,1777919625774069760,0
1,0,426,GEMM(12,3,1),1777919625774073856,1777919625853255680,0
1,0,428,GEMM(12,5,1),1777919625853259776,1777919625932441600,0
1,0,430,GEMM(12,7,1),1777919625932445696,1777919626011627520,0
1,0,432,GEMM(12,9,1),1777919626011630592,1777919626090813440,0
1,0,434,GEMM(12,11,1),1777919626090816512,1777919626169999360,0
1,0,436,GEMM(12,13,1),1777919626170002432,1777919626249185280,0
1,0,438,GEMM(12,15,1),1777919626249188352,1777919626328370176,0
1,0,440,GEMM(13,3,1),1777919626328374272,1777919626407557120,0
1,0,442,GEMM(13,5,1),1777919626407560192,1777919626486742016,0
1,0,444,GEMM(13,7,1),1777919626486746112,1777919626565928960,0
1,0,446,GEMM(13,9,1),1777919626565932032,1777919626645114880,0
1,0,448,GEMM(13,11,1),1777919626645118976,1777919626724301824,0
1,0,450,GEMM(13,13,1),1777919626724304896,1777919626803488768,0
1,0,452,GEMM(13,15,1),1777919626803491840,1777919626882674688,0
1,0,454,GEMM(14,3,1),1777919626882677760,1777919626961860608,0
1,0,456,GEMM(14,5,1),1777919626961863680,1777919627041046528,0
1,0,458,GEMM(14,7,1),1777919627041050624,1777919627120233472,0
1,0,460,GEMM(14,9,1),1777919627120236544,1777919627199419392,0
1,0,462,GEMM(14,11,1),1777919627199423488,1777919627278605312,0
1,0,464,GEMM(14,13,1),1777919627278609408,1777919627357792256,0
1,0,466,GEMM(14,15,1),1777919627357796352,1777919627436979200,0
1,0,468,GEMM(15,3,1),1777919627436982272,1777919627516165120,0
1,0,470,GEMM(15,5,1),1777919627516168192,1777919627595351040,0
1,0,472,GEMM(15,7,1),1777919627595355136,1777919627674536960,0
1,0,474,GEMM(15,9,1),1777919627674541056,1777919627753722880,0
1,0,476,GEMM(15,11,1),1777919627753726976,1777919627832908800,0
1,0,478,GEMM(15,13,1),1777919627832912896,1777919627912096768,0
1,0,480,GEMM(15,15,1),1777919627912100864,1777919627991283712,0
1,0,483,TRSM_L(2,3),1777919639866083328,1777919639966883840,1777919627991285760
1,0,487,TRSM_L(2,5),1777919639966891008,1777919640067665920,1777919639966886912
1,0,491,TRSM_L(2,7),1777919640067672064,1777919640168547328,1777919640067668992
1,0,495,TRSM_L(2,9),1777919640168553472,1777919640269225984,1777919640168550400
1,0,499,TRSM_L(2,11),1777919640269232128,1777919640369940480,1777919640269229056
1,0,503,TRSM_L(2,13),1777919640369946624,1777919640470653952,1777919640369942528
1,0,507,TRSM_L(2,15),1777919640470661120,1777919640571413504,1777919640470658048
1,0,508,GEMM(3,3,2),1777919640571420672,1777919640781361152,1777919640571416576
1,0,510,GEMM(3,5,2),1777919640781368320,1777919640991398912,1777919640781365248
1,0,512,GEMM(3,7,2),1777919640991407104,1777919641201462272,1777919640991403008
1,0,514,GEMM(3,9,2),1777919641201469440,1777919641411482624,1777919641201466368
1,0,516,GEMM(3,11,2),1777919641411490816,1777919641621505024,1777919641411486720
1,0,518,GEMM(3,13,2),1777919641621512192,1777919641831643136,1777919641621509120
1,0,520,GEMM(3,15,2),1777919641831650304,1777919642041756672,1777919641831647232
1,0,521,GEMM(4,3,2),1777919642041763840,1777919642232885248,1777919642041760768
1,0,523,GEMM(4,5,2),1777919642232892416,1777919642423837696,1777919642232889344
1,0,525,GEMM(4,7,2),1777919642423844864,1777919642614837248,1777919642423840768
1,0,527,GEMM(4,9,2),1777919642614844416,1777919642805873664,1777919642614841344
1,0,529,GEMM(4,11,2),1777919642805881856,1777919642996874240,1777919642805877760
1,0,531,GEMM(4,13,2),1777919642996882432,1777919643188025344,1777919642996878336
1,0,533,GEMM(4,15,2),1777919643188032512,1777919643379057664,1777919643188029440
1,0,534,GEMM(5,3,2),1777919643379064832,1777919643589155840,1777919643379061760
1,0,536,GEMM(5,5,2),1777919643589163008,1777919643799218176,1777919643589158912
1,0,538,GEMM(5,7,2),1777919643799225344,1777919644009349120,1777919643799221248
1,0,540,GEMM(5,9,2),1777919644009356288,1777919644219481088,1777919644009352192
1,0,542,GEMM(5,11,2),1777919644219488256,1777919644429629440,1777919644219484160
1,0,544,GEMM(5,13,2),1777919644429636608,1777919644639787008,1777919644429633536
1,0,546,GEMM(5,15,2),1777919644639794176,1777919644849853440,1777919644639791104
1,0,547,GEMM(6,3,2),1777919644849860608,1777919645046033408,1777919644849856512
1,0,549,GEMM(6,5,2),1777919645046040576,1777919645242268672,1777919645046037504
1,0,551,GEMM(6,7,2),1777919645242275840,1777919645438478336,1777919645242272768
1,0,553,GEMM(6,9,2),1777919645438485504,1777919645634564096,1777919645438482432
1,0,555,GEMM(6,11,2),1777919645634571264,1777919645830765568,1777919645634568192
1,0,557,GEMM(6,13,2),1777919645830772736,1777919646026960896,1777919645830769664
1,0,559,GEMM(6,15,2),1777919646026969088,1777919646223185920,1777919646026964992
1,0,560,GEMM(7,3,2),1777919646223193088,1777919646433355776,1777919646223190016
1,0,562,GEMM(7,5,2),1777919646433362944,1777919646643579904,1777919646433358848
1,0,564,GEMM(7,7,2),1777919646643586048,1777919646853733376,1777919646643582976
1,0,566,GEMM(7,9,2),1777919646853740544,1777919647063804928,1777919646853737472
1,0,568,GEMM(7,11,2),1777919647063812096,1777919647273975808,1777919647063809024
1,0,570,GEMM(7,13,2),1777919647273982976,1777919647484123136,1777919647273978880
1,0,572,GEMM(7,15,2),1777919647484131328,1777919647694294016,1777919647484127232
1,0,573,GEMM(8,3,2),1777919647694301184,1777919647885370368,1777919647694297088
1,0,575,GEMM(8,5,2),1777919647885377536,1777919648076413952,1777919647885374464
1,0,577,GEMM(8,7,2),1777919648076421120,1777919648267487232,1777919648076417024
1,0,579,GEMM(8,9,2),1777919648267493376,1777919648458572800,1777919648267490304
1,0,581,GEMM(8,11,2),1777919648458579968,1777919648649625600,1777919648458575872
1,0,583,GEMM(8,13,2),1777919648649632768,1777919648840617984,1777919648649628672
1,0,585,GEMM(8,15,2),1777919648840625152,1777919649031678976,1777919648840622080
1,0,586,GEMM(9,3,2),1777919649031686144,1777919649241750528,1777919649031683072
1,0,588,GEMM(9,5,2),1777919649241757696,1777919649451924480,1777919649241753600
1,0,590,GEMM(9,7,2),1777919649451931648,1777919649662009344,1777919649451927552
1,0,592,GEMM(9,9,2),1777919649662016512,1777919649872107520,1777919649662013440
1,0,594,GEMM(9,11,2),1777919649872114688,1777919650082148352,1777919649872111616
1,0,596,GEMM(9,13,2),1777919650082155520,1777919650292212736,1777919650082152448
1,0,598,GEMM(9,15,2),1777919650292220928,1777919650502347776,1777919650292216832
1,0,599,GEMM(10,3,2),1777919650502354944,1777919650698502144,1777919650502351872
1,0,601,GEMM(10,5,2),1777919650698509312,1777919650894682112,1777919650698505216
1,0,603,GEMM(10,7,2),1777919650894689280,1777919651090796544,1777919650894685184
1,0,605,GEMM(10,9,2),1777919651090803712,1777919651286977536,1777919651090799616
1,0,607,GEMM(10,11,2),1777919651286984704,1777919651483193344,1777919651286980608
1,0,609,GEMM(10,13,2),1777919651483200512,1777919651679413248,1777919651483196416
1,0,611,GEMM(10,15,2),1777919651679420416,1777919651875666944,1777919651679416320
1,0,612,GEMM(11,3,2),1777919651875674112,1777919652085725184,1777919651875670016
1,0,614,GEMM(11,5,2),1777919652085732352,1777919652295813120,1777919652085728256
1,0,616,GEMM(11,7,2),1777919652295820288,1777919652505967616,1777919652295816192
1,0,618,GEMM(11,9,2),1777919652505975808,1777919652716095488,1777919652505971712
1,0,620,GEMM(11,11,2),1777919652716102656,1777919652926186496,1777919652716099584
1,0,622,GEMM(11,13,2),1777919652926193664,1777919653136276480,1777919652926190592
1,0,624,GEMM(11,15,2),1777919653136283648,1777919653346472960,1777919653136280576
1,0,625,GEMM(12,3,2),1777919653346480128,1777919653537576960,1777919653346477056
1,0,627,GEMM(12,5,2),1777919653537584128,1777919653728671744,1777919653537581056
1,0,629,GEMM(12,7,2),1777919653728678912,1777919653919692800,1777919653728675840
1,0,631,GEMM(12,9,2),1777919653919699968,1777919654110738432,1777919653919696896
1,0,633,GEMM(12,11,2),1777919654110745600,1777919654301917184,1777919654110742528
1,0,635,GEMM(12,13,2),1777919654301924352,1777919654492967936,1777919654301920256
1,0,637,GEMM(12,15,2),1777919654492975104,1777919654684048384,1777919654492972032
1,0,638,GEMM(13,3,2),1777919654684055552,1777919654894184448,1777919654684052480
1,0,640,GEMM(13,5,2),1777919654894191616,1777919655104295936,1777919654894187520
1,0,642,GEMM(13,7,2),1777919655104303104,1777919655314499584,1777919655104299008
1,0,644,GEMM(13,9,2),1777919655314506752,1777919655524702208,1777919655314502656
1,0,646,GEMM(13,11,2),1777919655524709376,1777919655734862848,1777919655524705280
1,0,648,GEMM(13,13,2),1777919655734870016,1777919655945004032,1777919655734866944
1,0,650,GEMM(13,15,2),1777919655945011200,1777919656155151360,1777919655945008128
1,0,651,GEMM(14,3,2),1777919656155158528,1777919656351377408,1777919656155154432
1,0,653,GEMM(14,5,2),1777919656351384576,1777919656547585024,1777919656351380480
1,0,655,GEMM(14,7,2),1777919656547592192,1777919656743755776,1777919656547589120
1,0,657,GEMM(14,9,2),1777919656743762944,1777919656939876352,1777919656743759872
1,0,659,GEMM(14,11,2),1777919656939883520,1777919657136118784,1777919656939880448
1,0,661,GEMM(14,13,2),1777919657136125952,1777919657332308992,1777919657136122880
1,0,663,GEMM(14,15,2),1777919657332316160,1777919657528527872,1777919657332313088
1,0,664,GEMM(15,3,2),1777919657528535040,1777919657738724352,1777919657528531968
1,0,666,GEMM(15,5,2),1777919657738732544,1777919657948904448,1777919657738728448
1,0,668,GEMM(15,7,2),1777919657948911616,1777919658159040512,1777919657948908544
1,0,670,GEMM(15,9,2),1777919658159046656,1777919658369348608,1777919658159043584
1,0,672,GEMM(15,11,2),1777919658369355776,1777919658579576832,1777919658369352704
1,0,674,GEMM(15,13,2),1777919658579584000,1777919658789659648,1777919658579579904
1,0,676,GEMM(15,15,2),1777919658789666816,1777919658999823360,1777919658789662720
1,0,677,GETRF(3),1777919658999826432,1777919659028946944,0
1,0,678,TRSM_R(4,3),1777919659028953088,1777919659076016128,0
1,0,680,TRSM_R(5,3),1777919659076023296,1777919659123044352,0
1,0,681,TRSM_L(3,5),1777919659123053568,1777919659165424640,0
